STATUS | wrapper  | 2019/02/21 13:16:36 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 13:24:48 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 13:24:48 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 13:24:48 | 
WARN   | wrapper  | 2019/02/21 13:24:48 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 13:24:48 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 13:24:48 | 
STATUS | wrapper  | 2019/02/21 13:24:48 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 13:24:48 | Java Command Line:
INFO   | wrapper  | 2019/02/21 13:24:48 |   Command: "C:\Program Files (x86)\Common Files\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="xXOW4zeE7dUHu1hb" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=18500 -Dwrapper.version="3.5.37" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp orko-app server example-config.yml
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperSimpleApp Error: Unable to locate the class orko-app : java.lang.ClassNotFoundException: orko-app
INFO   | jvm 1    | 2019/02/21 13:24:49 | 
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: Error in WrapperListener.start callback.  java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.text.MessageFormat.makeFormat(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.text.MessageFormat.applyPattern(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.text.MessageFormat.<init>(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.text.MessageFormat.format(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperResources.getString(WrapperResources.java:215)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.showUsage(WrapperSimpleApp.java:621)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.start(WrapperSimpleApp.java:465)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperManager$10.run(WrapperManager.java:4429)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: Caused by: java.lang.NumberFormatException: For input string: "app_class{/app_method}"
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.lang.NumberFormatException.forInputString(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:24:49 | WrapperManager Error: 	... 8 more
STATUS | wrapper  | 2019/02/21 13:24:50 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/02/21 13:37:11 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 13:37:11 | Java Service Wrapper Community Edition 64-bit 3.5.37
STATUS | wrapper  | 2019/02/21 13:37:11 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 13:37:11 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 13:37:11 | 
WARN   | wrapper  | 2019/02/21 13:37:11 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 13:37:11 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 13:37:11 | 
STATUS | wrapper  | 2019/02/21 13:37:11 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 13:37:11 | Java Command Line:
INFO   | wrapper  | 2019/02/21 13:37:11 |   Command: "C:\Program Files (x86)\Common Files\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="CFSyYBPgwPxHucuk" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=20820 -Dwrapper.version="3.5.37" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp orko-app server example-config.yml
INFO   | jvm 1    | 2019/02/21 13:37:11 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperSimpleApp Error: Unable to locate the class orko-app : java.lang.ClassNotFoundException: orko-app
INFO   | jvm 1    | 2019/02/21 13:37:12 | 
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: Error in WrapperListener.start callback.  java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.text.MessageFormat.makeFormat(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.text.MessageFormat.applyPattern(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.text.MessageFormat.<init>(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.text.MessageFormat.format(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperResources.getString(WrapperResources.java:215)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.showUsage(WrapperSimpleApp.java:621)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.start(WrapperSimpleApp.java:465)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperManager$10.run(WrapperManager.java:4429)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: Caused by: java.lang.NumberFormatException: For input string: "app_class{/app_method}"
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.lang.NumberFormatException.forInputString(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:37:12 | WrapperManager Error: 	... 8 more
STATUS | wrapper  | 2019/02/21 13:37:13 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/02/21 13:42:52 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 13:42:52 | Java Service Wrapper Community Edition 64-bit 3.5.37
STATUS | wrapper  | 2019/02/21 13:42:52 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 13:42:52 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 13:42:52 | 
WARN   | wrapper  | 2019/02/21 13:42:52 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 13:42:52 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 13:42:52 | 
STATUS | wrapper  | 2019/02/21 13:42:52 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 13:42:52 | Java Command Line:
INFO   | wrapper  | 2019/02/21 13:42:52 |   Command: "C:\Program Files (x86)\Common Files\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="EwMZhscOlQ_8TpqL" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=11568 -Dwrapper.version="3.5.37" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp orko-app.jar server example-config.yml
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperSimpleApp Error: Unable to locate the class orko-app.jar : java.lang.ClassNotFoundException: orko-app.jar
INFO   | jvm 1    | 2019/02/21 13:42:53 | 
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: Error in WrapperListener.start callback.  java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.text.MessageFormat.makeFormat(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.text.MessageFormat.applyPattern(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.text.MessageFormat.<init>(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.text.MessageFormat.format(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperResources.getString(WrapperResources.java:215)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.showUsage(WrapperSimpleApp.java:621)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.start(WrapperSimpleApp.java:465)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperManager$10.run(WrapperManager.java:4429)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: Caused by: java.lang.NumberFormatException: For input string: "app_class{/app_method}"
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.lang.NumberFormatException.forInputString(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:42:53 | WrapperManager Error: 	... 8 more
STATUS | wrapper  | 2019/02/21 13:42:54 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/02/21 13:43:36 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 13:43:36 | Java Service Wrapper Community Edition 64-bit 3.5.37
STATUS | wrapper  | 2019/02/21 13:43:36 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 13:43:36 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 13:43:36 | 
WARN   | wrapper  | 2019/02/21 13:43:36 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 13:43:36 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 13:43:36 | 
STATUS | wrapper  | 2019/02/21 13:43:37 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 13:43:37 | Java Command Line:
INFO   | wrapper  | 2019/02/21 13:43:37 |   Command: "C:\Program Files (x86)\Common Files\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="Egi0sStN0oNcg7Vz" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=1732 -Dwrapper.version="3.5.37" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp orko-app.jar server example-config.yml
INFO   | jvm 1    | 2019/02/21 13:43:37 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperSimpleApp Error: Unable to locate the class orko-app.jar : java.lang.ClassNotFoundException: orko-app.jar
INFO   | jvm 1    | 2019/02/21 13:43:38 | 
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: Error in WrapperListener.start callback.  java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.text.MessageFormat.makeFormat(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.text.MessageFormat.applyPattern(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.text.MessageFormat.<init>(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.text.MessageFormat.format(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperResources.getString(WrapperResources.java:215)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.showUsage(WrapperSimpleApp.java:621)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.start(WrapperSimpleApp.java:465)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperManager$10.run(WrapperManager.java:4429)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: Caused by: java.lang.NumberFormatException: For input string: "app_class{/app_method}"
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.lang.NumberFormatException.forInputString(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:38 | WrapperManager Error: 	... 8 more
STATUS | wrapper  | 2019/02/21 13:43:39 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/02/21 13:43:56 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 13:43:56 | Java Service Wrapper Community Edition 64-bit 3.5.37
STATUS | wrapper  | 2019/02/21 13:43:56 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 13:43:56 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 13:43:56 | 
WARN   | wrapper  | 2019/02/21 13:43:56 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 13:43:56 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 13:43:56 | 
STATUS | wrapper  | 2019/02/21 13:43:57 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 13:43:57 | Java Command Line:
INFO   | wrapper  | 2019/02/21 13:43:57 |   Command: "C:\Program Files (x86)\Common Files\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="EvFZr7h4BQIe6JMD" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=22804 -Dwrapper.version="3.5.37" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp orko-app server example-config.yml
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperSimpleApp Error: Unable to locate the class orko-app : java.lang.ClassNotFoundException: orko-app
INFO   | jvm 1    | 2019/02/21 13:43:57 | 
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: Error in WrapperListener.start callback.  java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: java.lang.IllegalArgumentException: can't parse argument number: app_class{/app_method}
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.text.MessageFormat.makeFormat(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.text.MessageFormat.applyPattern(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.text.MessageFormat.<init>(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.text.MessageFormat.format(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperResources.getString(WrapperResources.java:215)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.showUsage(WrapperSimpleApp.java:621)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.start(WrapperSimpleApp.java:465)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at org.tanukisoftware.wrapper.WrapperManager$10.run(WrapperManager.java:4429)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: Caused by: java.lang.NumberFormatException: For input string: "app_class{/app_method}"
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.lang.NumberFormatException.forInputString(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	at java.lang.Integer.parseInt(Unknown Source)
INFO   | jvm 1    | 2019/02/21 13:43:57 | WrapperManager Error: 	... 8 more
STATUS | wrapper  | 2019/02/21 13:43:58 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/02/21 20:47:07 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/02/21 20:47:07 | Java Service Wrapper Community Edition 64-bit 3.5.37
STATUS | wrapper  | 2019/02/21 20:47:07 |   Copyright (C) 1999-2018 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/02/21 20:47:07 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/02/21 20:47:07 | 
WARN   | wrapper  | 2019/02/21 20:47:07 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2019/02/21 20:47:07 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2019/02/21 20:47:07 | 
ERROR  | wrapper  | 2019/02/21 20:47:08 | Unable to execute Java command.  The system cannot find the file specified. (0x2)
ERROR  | wrapper  | 2019/02/21 20:47:08 |     "java" -version
ERROR  | wrapper  | 2019/02/21 20:47:08 | Failed to retrieve the version of Java. Resolving to the lowest supported version (1.4).
STATUS | wrapper  | 2019/02/21 20:47:08 | Launching a JVM...
INFO   | wrapper  | 2019/02/21 20:47:08 | Java Command Line:
